,trackID,trackTitle,artistName,trackPopularity,releaseDate,artistFollowers,topGenre1,topGenre2,artistID,albumID,songID,audio_Duration_ms,set_subset,set_split
35557,35557,Cockles And Mussels,Charmers,0.0,2014,,,,1Ubg0kuRl08ImnxQVm4Y6Y,6aoScNx0lyJx7JONwqmEQV,SOIZACR12AB018C985,117200,small,train
35569,35569,A Song for You - Remastered Version,Gram Parsons,35.0,1973,50890.0,Country,Rock,1KA3WXYMPLxomNuoE22LYd,1PtpuplCBaViRQsJFAdWRf,SOIZDEP12A6D4F8F14,300027,small,train
35588,35588,Stars,Milton,0.0,2008,,,,1oYDWTnTeh4CKK4GwQpwXR,1Pgvi4yLlaodlK2Zaj45Kw,SOIZIAP12AB01895D6,194898,small,train
35594,35594,A Jedäm Tag,Phenomden,12.0,2005,8655.0,Reggae,Rock,0I8Fhlo5rqJCj7iVrJGXC4,4CKBFtD5eoaYqas4cmM9oS,SOIZJLA12A8C13B691,170467,small,train
35598,35598,Care (Man I Just Don't),War Babies,3.0,1992,,,,3FLbpQtpG1K8YoNuaFsyDw,1DgaI86l8cNBkHbJeE7npc,SOIZKPT12A58A7F936,247600,small,test
35599,35599,Pretty Lives,John Wesley,2.0,2005,3192.0,Rock,,05NKl1ImG5pFWsUs2poYNm,3vf1aQkc6PwXS8UojSHR6n,SOIZKRR12A58A7BD68,253773,small,train
35602,35602,Just A Dream,Griffin House,12.0,2004,26631.0,Pop,Pop,1NmZWNk3idvlh1wKjZOvnt,7FS161D3scdSREDDtS7Y4h,SOIZLMU12A8C13D628,387973,small,train
35609,35609,Tear It Up,Chunk,0.0,2002,,,,4BJ2npDKREG84GsC8mKGHN,5QgokAwD6E7UU9M8alYH6B,SOIZNUI12AB018D937,185560,small,train
35615,35615,Picture Perfect,Chris Brown,29.0,2007,7802597.0,Pop,Pop,7bXgB6jMjp9ATFy66eO08Z,5t7BjMUC2HXa5cWDOWmnVg,SOIZPLP12A8AE49604,252973,small,train
35621,35621,Doin' It,Earl Klugh,9.0,1994,67408.0,Jazz,Jazz,00Nnsh2ykMBYnCDsSFGXSY,6BZ6rjiKMeCSe7PzOUi2ML,SOIZQMM12AB0189851,304507,small,test
35629,35629,Drink More (feat. Johnny Richter),Big B,5.0,2009,23711.0,Rock,OTHER,0dwYOqqBADcpYOJRmlZSgH,6tMbD9hrY9sNGx3JImSsbI,SOIZSPV12AB018A7F0,203613,small,train
35633,35633,Wind And Light,Poverty's No Crime,0.0,1999,789.0,Metal,,0MSzLLFGDmZmaxVRweuu6x,6HK6W85C6TPwMW6J7stR7v,SOIZTMZ12AB017E0BE,332760,small,test
35634,35634,Sucede,Extremoduro,48.0,1996,569267.0,Punk,,3bgsNtcf5d5h9jbQbohfBK,3msSCqpQLoY0nl4RTSf1Is,SOIZTNW12A8A9D90C1,187333,small,test
35635,35635,Hund,Wizo,21.0,2004,40805.0,OTHER,Punk,3bnjnDR8RpA8FA4yZpND07,7BjUzn7A7HmY3q8ps3zP3Q,SOIZTQT12A6D4FD1F9,185267,small,train
35642,35642,16 OZ,Chrome Korleone,14.0,2005,,,,3X2miDNX2wpb4lUAzAD1Wk,0GinvLh84DjnycI6GQITq7,SOIZUXT12AB0181F79,181840,small,train
35644,35644,綠光,Stefanie Sun,22.0,2006,118556.0,Pop,Pop,0SIXZXJCAhNU8sxK0qm7hn,1syxEWBN7nroQPvupO1E9u,SOIZVEO12A6702056B,191560,small,train
35648,35648,Times of Danger,Mocean Worker,2.0,1999,4577.0,Electronic/Dance,Jazz,3qgoAnslcjYHUbfdVVpNvA,03ZBFf4btbF5MRMZkY6hWS,SOIZXOH12A58A79CEC,285107,small,train
35656,35656,Emigrant Eyes,Dolores Keane,19.0,2006,6979.0,Folk&Accoustic,Folk&Accoustic,6nYVwBK8nCQCYlb7rA763B,0TqGWFd0Hlkjq41btZlXPO,SOIZZZF12A8C136987,255960,small,test
35657,35657,Veil of Disguise,Sanctuary,12.0,1987,22716.0,Metal,Metal,1XolQApHVLzp4L8AeOZ7nx,42CaIIwcrlWXJ6lYz46Tei,SOJAACP12A8C130F5C,354733,small,train
35660,35660,Halaname,Daby Balde,12.0,2005,813.0,OTHER,Blues,1ulrB401CfkUbW4Jnpihji,40EKZl3RR31hRfFgKhv4zN,SOJAAKM12A58A7CB6B,298027,small,test
35662,35662,Bubbles N' Mum,Pnau,9.0,2006,91048.0,Electronic/Dance,OTHER,6n28c9qs9hNGriNa72b26u,6SbNwMbOtCZYrUlK6c73kG,SOJAARF12AB0188224,69067,small,train
35665,35665,I Will Wait,Aaron Shust,7.0,2007,105707.0,Folk&Accoustic,OTHER,0oM8RWZXhJYSnzGdepP7fM,4NZevb9byza8N0hARJh5W5,SOJABBQ12A8C13C03B,246480,small,train
35676,35676,Vyper,Percubaba,4.0,2002,6216.0,Reggae,,2Byn2ekDC01oao1e88L7fJ,0npnNBSHxB3grTtjwEf0Ka,SOJADAM12A8C136D8B,192600,small,train
35680,35680,Caminito,Orquesta El Arranque,18.0,2007,1058.0,OTHER,,5EsRO0Vumc48k4pMoC4MWV,7MLUCjLHIZJLLf3KAd9GDH,SOJAEZK12A58A7D857,241347,small,train
35681,35681,Criminal Class (Live),The Casualties,9.0,2007,68010.0,Punk,Punk,5uMNhVG30JzeZ5xtPb1tqR,60KvXnKD18nvExQNQm05SJ,SOJAFGH12A8AE497B4,214093,small,train
35691,35691,Skyliner,June Christy,0.0,2015,10385.0,OTHER,OTHER,7D51E97yRZ8Su45PW9zbzP,5gm3yfMbyMwL2a7EJN7n4W,SOJAHJV12A6D4F617F,184000,small,train
35700,35700,Foolin',Daniel Johnston,6.0,2006,85963.0,Rock,Folk&Accoustic,1jeYbk5eqo6wgsQPjLeU5w,13jBT5vEvlVUSewi38IyiI,SOJAIQX12A8C14550B,248933,small,test
35701,35701,Tonto,Battles,32.0,2007,89684.0,Indie,Electronic/Dance,3EMSpwRtkvUTxfB4aS5xnA,0X8vBD8h1Ga9eLT8jx9VCC,SOJAIUD12A8C13F43C,463147,small,test
35707,35707,Truz N' Vogues,Gucci Crew II,15.0,2007,11377.0,Electronic/Dance,Electronic/Dance,2GjnMGiQjHjG5rb5cQ7P4k,4mBnEShirCJ5ojFvMoHkd1,SOJAKDJ12A58A7D0DE,296907,small,train
35717,35717,Yo me sali a un camino - Fandangos del Gloria,Jose Merce,0.0,2002,78681.0,Folk&Accoustic,OTHER,7p5J8SfKU9Rulp7tcA53G8,0AZQfXEFMiwNrNP8JQzjJv,SOJALYZ12A6D4F71A1,146733,small,train
35718,35718,Insane Hatred for the Supposed Creator,Nox,0.0,2007,,,,3BAcrfrS2eTNfTNsfRU5zZ,6oQX5QcSrviDmTKA6mDvJt,SOJAMGL12AB0184ED1,211440,small,test
35730,35730,M-M-M,Playa Fly,24.0,1998,32653.0,Hip-hop,Hip-hop,0tTHXoich2PK1inzQTz5Bw,0WsRjZAp6fCtRSzGBZ5LtW,SOJAPJQ12A8C13BD60,342800,small,test
35731,35731,Teaching Them to Read,Nick Alexander,0.0,2001,,,,0A4Q4CNxFkPXY4zzyQ6KaS,4jKpgX2i93h9Af8rCk4pJL,SOJAPWH12A8C1393A4,232827,small,train
35738,35738,Carbon Monoxide,Cake,0.0,2004,534714.0,Rock,OTHER,6A43Djmhbe9100UwnI7epV,6AGhvybNCpO1SfJxQwejYk,SOJARVY12AF72ACF03,189707,small,train
35741,35741,En dansant le cha cha cha,Line Renaud,0.0,1956,2043.0,OTHER,,5GdlCoChpXDd7bx07pR0eR,3cN2DklipUHZ03o5lDzRqX,SOJASLQ12A6D4F87AD,157876,small,test
35751,35751,"You Move, You Lose",Lucky Thompson,0.0,2002,2498.0,Jazz,Jazz,6cvs1RggkRFSyKPVCBT3cx,4ABTMouASy5KKGIHRH6HfC,SOJATUH12A6D4F96C1,166253,small,test
35754,35754,Set Me Free,Dax Riders,3.0,2011,1241.0,Electronic/Dance,,2lKBGIa7nR0POuFc3OjHuN,5VJqXMlsrHpB7bpt6QQY9t,SOJAULW12A6D4F9393,339840,small,train
35755,35755,Aika tulee,Waltari,0.0,2006,3656.0,Metal,,6IuUpA7uQbkfYhl3oG3ZDv,43YdCNXWFpVu3a8AphwH87,SOJAUML12A8C1409D3,315000,small,train
35756,35756,When Potent Means Don’t,Shooting At Unarmed Men,0.0,2005,,,,3QujMpWsHawzKqAJaWm64o,00tZ6NymZUPW5mbHvhty9g,SOJAVGO12A67ADF722,194013,small,train
35759,35759,Happy Birthday To You,The Monkees,9.0,1968,399167.0,Pop,Pop,320EPCSEezHt1rtbfwH6Ck,1woBAkVQTk3WG2LmWzdffe,SOJAVME12A81C22D14,62067,small,train
35766,35766,Omtare,Ocelot,0.0,2009,,,,73Es99yMbd6NracIOXMtWl,3udyMeA4yNJbUutrsrjdDx,SOJAWPG12A8C143D9B,449773,small,train
35768,35768,Soroguai,Fad Gadget,3.0,2006,15979.0,Rock,Electronic/Dance,5IRIVOsIjIch3u8UfWdnBd,3kZb1YZlEN5pDgHaoU3Ohn,SOJAWWR12A6D4F90D5,266827,small,test
35770,35770,Blacks Aren't Crazy,Chris Rock,18.0,1991,71051.0,OTHER,OTHER,36eSjIksD6fehqxyDUHDA3,6Puh2bbeZUpvXajIxkSajg,SOJAYEY12AB0185304,155200,small,train
35772,35772,The Warehouse Life,Richmond Fontaine,0.0,2006,6452.0,Country,Rock,2zTCLiQ8OUIWEyV6eZWzFy,5vzeD3aIA8GwRGhcbbfBG7,SOJAYUT12A8C13B452,146320,small,test
35773,35773,Gunpowder Plot,Evol Intent,3.0,2008,17537.0,Electronic/Dance,Funk,1VJckWeb9pxyAtESOoF8Xc,66yxRfjGOVW019HlmRXgqp,SOJAYWG12AB018974C,182813,small,train
35787,35787,We Smile,The Raincoats,8.0,1996,26642.0,Rock,Rock,4t7bXPFEPe0pu1ozhdDLOp,0EJrFovu6DatDZfwGbMFgG,SOJBBKK12AC4687737,197667,small,train
35794,35794,Le Meka,Percubaba,5.0,2002,6216.0,Reggae,,2Byn2ekDC01oao1e88L7fJ,2qWWkKU91Gyts9KPbPDIBr,SOJBCLX12A8C136D26,279627,small,train
35817,35817,When You Finally Return,Six Organs Of Admittance,18.0,2005,10081.0,Folk&Accoustic,Folk&Accoustic,5jX8L7D6vWHYlNj9k361vI,1KsF9degqPu3DEJTQLalNI,SOJBIXF12A8C13EAA3,150253,small,train
35819,35819,Afternoon,Pat Metheny Group,32.0,2002,78607.0,Classical,Jazz,4uBSazM6snEc9wCG3jMlYt,2XlIL7wXd4j2vAUvFI3cO8,SOJBJKY12AC3DFA04A,283933,small,train
35826,35826,Don't,Christer Sjögren,4.0,2006,29472.0,Country,Pop,3zxcIxs8CwOEJaPYDKDtTE,5YKBiJ1pue9GQInGfQ3zrl,SOJBKTB12A6D4F9673,169093,small,train
35827,35827,Christian Anders - Ruby 2010 - Karaoke Rmx,Christian Anders,3.0,2010,12051.0,Classical,Funk,0UQInyiO7zQCo1mq0Z26ei,48GGT7HZVyrUbz4EcXvUnP,SOJBLAU12AB0186BA7,254911,small,train
35833,35833,War Now,The Exploited,3.0,2009,82332.0,Punk,Punk,6NB4b8lltHCjOhW7vQZkAy,4yKiL2sJkBSh0PlpPYn0Pt,SOJBMAA12AB018ED78,244360,small,train
35837,35837,Lost In Space,Fountains Of Wayne,12.0,1999,72297.0,Pop,Pop,1pgtr4nhBQjp9oCUBPyYWh,6Ny9tahsM2q80wyuEvbweF,SOJBMNT12A8C13FA03,140027,small,train
35844,35844,I'll Meet You There,ST,5.0,2007,1391.0,Hip-hop,,5p89gbB0Flr5cp01GoZA0J,3FKCPAHeTTRu9k3T9B19dZ,SOJBNLU12A8C143843,218720,small,train
35858,35858,Nod over Coffee,Pierce Pettis,1.0,1996,,,,5828rXFAsQDBaAEq8Nv1Kw,1k6sUTBi4QavCyJL6DXH9Y,SOJBPUN12A8C144F8B,261627,small,train
35867,35867,All Your Beauty,Luis Eduardo Aute,1.0,1900,117636.0,OTHER,OTHER,67h1eGw2OFs89l8EnaOdoS,0aC5uu0Ong57CXUwVlRwBa,SOJBSNW12A6D4F4C45,94960,small,train
35869,35869,I'm Afraid of Who's Afraid of Virgina Wolf,Murder By Death,17.0,2002,42306.0,Pop,OTHER,3yrQJxTTj7xS2deLcXiEM3,5gNYiD8eUP7McN6eCGqIff,SOJBSXG12A58A783D5,223800,small,train
35873,35873,Kol Nidre,The Electric Prunes,17.0,1968,25398.0,Pop,Rock,1kkpNi8Ii5MhBMxmUhN5g9,7sjGtc6vO94fqGqtqIGHKd,SOJBVGS12A81C23299,257840,small,train
35889,35889,Navidad,Miranda!,36.0,2004,352575.0,Latin,Latin,2eEmsgWmUFMbtU7agJpnjY,1AHlMa2wtRfyS8ZGyv6NbD,SOJBYLY12A8C131450,191573,small,train
35896,35896,O People,Planets,4.0,2008,675.0,Pop,,77o008q6I4EjaHb2ypq5KB,47DXyxjZfR95jL4QcfiEYP,SOJCBBK12A6D4FCB7B,285907,small,train
35899,35899,Who Made You the Doctor?,The Pipettes,4.0,2010,8959.0,Pop,,1xS9wRaWvtlxsmERNuNJF2,1IMUiWBmVwtbuKQejd5XSu,SOJCBLA12AF72A85A4,192253,small,test
35908,35908,Come Down Now - Cevin Fisher Mix,Electronic,4.0,1999,57304.0,Electronic/Dance,Pop,3xYNGCooNIzKMAtJYKSOyq,5PypklsNa7IPtKA3hEFBBL,SOJCDQA12A6310F27B,501480,small,train
35911,35911,Skabo maestro,Beogradski Sindikat,14.0,2001,4486.0,Hip-hop,Rock,7lHtAyRNOOQog0oT0tJkuZ,5xgO0KDbiE7ajGqXtyEcub,SOJCEGI12AB0183FCF,311853,small,test
35918,35918,Bury My Heart at Pier 13,The Flaming Stars,3.0,2001,,,,2seTZEaoSEvP8lx4w20zAU,087MAx8jLHLZIW3uYKIXri,SOJCFOW12A58A80577,218840,small,train
35919,35919,D'un Monde Muet,Chiens de Paille,7.0,2001,5609.0,Hip-hop,,6vbTpt2kutJQdFBAMw8Uuu,4WGaTbUEaRzcPBI4OMObdb,SOJCFQH12AB017D238,224800,small,train
35922,35922,Call Me Up,Gang Of Four,8.0,1990,75551.0,Rock,Rock,3AmWjMXXtBJOmNGpUFSOAl,50FXBXMSnzly1s5uIlNW7x,SOJCFVJ12A8C13D1B5,217227,small,train
35923,35923,Seguirilla De Los Tiempos,Enrique Morente,5.0,2005,27670.0,Folk&Accoustic,OTHER,4rJk8GmrNf1g07EsuoZSzJ,68durtdhmvb6MCA7cftiqR,SOJCFWU12A8C13CDE2,244787,small,train
35925,35925,Ultimamente,Alex Baroni,12.0,2012,37316.0,Pop,Pop,7oF61eBQhjGDnvMi8chRWJ,73anAXIuOUtbfNA40TvWQ0,SOJCGFE12A8C139D25,269880,small,test
35927,35927,Sunshine On A Rainy Day,Christine Anu,33.0,2000,7863.0,Indie,Pop,0VyhYyWWF5yYomHQR4hCMl,7HNUG2wb8PPVdjyud73lvw,SOJCGXL12A6D4FC45F,226627,small,train
35928,35928,Say Ten,Reel Big Fish,2.0,1996,243086.0,OTHER,Punk,3bXhZFreBJF4QDUUiMmtZW,3GrOyJf1j1pMIaOzCBWluY,SOJCGZB12AB0183628,130933,small,train
35936,35936,Not While I'm Around,Stephen Sondheim,18.0,2006,29699.0,Classical,OTHER,4TbtUt49IMXEIMmNdifHb1,1KjVnFuiwz51QfEFxsjTLg,SOJCJPH12A6D4F85B6,271773,small,test
35939,35939,Baby Go Round,The Muffs,11.0,1993,13311.0,Pop,Pop,4FYk4moRCGHdXIK3AMcelO,3f9SPyuKWxyufWWXdEmzT2,SOJCKEL12AB0186897,170307,small,train
35942,35942,The First Day Of My Second Life,Poison The Well,6.0,2007,37980.0,Metal,Rock,71t8oi0TjZ9Op6JRrVqaBx,6kwNLpmbX8siRO0UWgatMa,SOJCLBA12A67AE2288,252720,small,test
35946,35946,321,Disciple,6.0,2015,92049.0,OTHER,Rock,4D9k73VomKTnVQ6ROnt8IO,17y1w8zhacbrFQEGWMd5f5,SOJCLYU12AF729DAC2,260144,small,train
35950,35950,Calm Before The Storm,Fairmont,1.0,2007,5194.0,Electronic/Dance,,2Ch5FKvelQEglFpISkr7Po,5yBgbwVFUtzUn9LLldcQ3H,SOJCNBL12A8C13AB90,220653,small,test
35959,35959,Animalni hlavolam,Iva,0.0,2007,,,,5cf1tO3gjcu0dF0StW4jeu,7hBywMNYFxyXgksbqP06gQ,SOJCPOW12A8AE47A59,293373,small,train
35964,35964,Razor That Wins,Haley Bonar,2.0,2003,12290.0,Blues,OTHER,2BjFgj9Vg3IVRSG8ETwp9Q,30Kbpp6DT1X5K9ZReER46n,SOJCRNH12AB018449C,256867,small,train
35971,35971,Join in the Chant (Knarz Ist Machine) (Thomas P. Heckmann Remix),Nitzer Ebb,5.0,2006,32539.0,Punk,Electronic/Dance,7EnAgffrVyerTWH628TJ6f,1hz40p985Sz5wL7HBykEw0,SOJCSID12A6D4F9474,332467,small,train
35975,35975,On My Mind,Thee Shams,6.0,2004,1347.0,Rock,Rock,4QXExIbH5V0nGWzG0b9zIP,0nZatxixW5OfiGzoVpmb9Y,SOJCTIE12AB0185D65,188960,small,test
35976,35976,Mind of a Killer,Tech N9ne,15.0,2000,1141263.0,Hip-hop,Hip-hop,6UBA15slIuadJ8h2lPRPos,6ISQOaLcZlnRCIrWauBod8,SOJCTIT12A58A7C037,65364,small,test
35977,35977,The Long Road,Jan Leyers,1.0,2005,605.0,Pop,,3XXHJrfgCRwbqAfXRhWaMq,7t85w6Qr1CkrVkzKSgjyn5,SOJCTQZ12A6D4FC215,241947,small,train
35984,35984,Atomic Food,David Guetta,18.0,2002,17164967.0,Pop,Electronic/Dance,1Cs0zKBU1kc0i8ypK3B9ai,78M16AQffV0YUfvseg60MT,SOJCUUK12A6D4F7E02,189733,small,train
35986,35986,Where Are We,The Ozark Mountain Daredevils,1.0,1998,51376.0,Rock,Rock,7jM2XoJBKhdL8oNnDr4re9,6OQuHISPNTqkzcvXZ0N31D,SOJCVMG12A58A7ACC6,243540,small,train
35987,35987,Who's Gonna Save Your Soul,Beverley Knight,9.0,2006,33181.0,Soul,Electronic/Dance,30AzZL0valZQ62OIQiFWvk,6nbU8k3n3qmGJjwsBV8f1d,SOJCVMN12A6D4FA5A9,206547,small,train
35992,35992,Thought Balloon (Sean's Speech Bubble Remix),Freezepop,2.0,2009,11616.0,Electronic/Dance,Pop,4gg8SEqY40Y6ygiwkcQOWD,1Lns5eetpw4CdwgtMo0YgH,SOJCWPX12AB0183C25,244640,small,test
35995,35995,Each Wave That Breaks,Piers Faccini,13.0,2006,,,,2hK2gWQ2TequHGKZe5dzHd,4cSVz3Y8QSGcZyCyFmC0eb,SOJCXUN12A8C13A54E,166213,small,train
35998,35998,Lystandrige,Skoud,0.0,2006,47.0,Electronic/Dance,,3J6gesHtEo3glTWqHWAk83,567H7KGVjzfiJUHwIXiwnw,SOJCYVR12A8C13686F,188320,small,train
36003,36003,Para la Libertad,Miriela Moreno,4.0,2010,,,,71oMHZIBLK2KzeFTE86ot5,2iyMtoS6HtIEj2q7ZIblzL,SOJDANH12A81C20874,199440,small,train
36005,36005,The Curse,Sepultura,14.0,1986,719803.0,Metal,Metal,6JW8wliOEwaDZ231ZY7cf4,2fDe3zs6kSnXNHhrh5ySbH,SOJDBFK12A8AE47EAB,39440,small,train
36010,36010,Esa extraña sonrisa,Paralisis Permanente,12.0,1982,13762.0,Rock,Rock,5OIvhuAngAyS1rt3MU5r3k,0v5wMwlqYaT9qouSdz4hWI,SOJDCLT12AC3DF9F7F,230760,small,test
36017,36017,Fever,Boney M.,3.0,2008,346849.0,Funk,Pop,54R6Y0I7jGUCveDTtI21nb,3tmEsUoBTVz1n4oUZH3QKk,SOJDEPH12A8C1408DD,239507,small,test
36018,36018,Gene's Machine,The Duhks,0.0,2014,9364.0,Jazz,Folk&Accoustic,3F1UUl8aL6qADrbAYw5VHY,2s3jojsyL8ZY9MGEYFJ1eD,SOJDEQT12AB017E895,301187,small,test
36024,36024,Now Ride,Fabolous,10.0,2003,1031920.0,Pop,Hip-hop,0YWxKQj2Go9CGHCp77UOyy,20zNjYq48JxrFQgryHivs9,SOJDGHS12A670204B6,171627,small,test
36028,36028,La Cancion del Pirata,Pasion Vega,20.0,2003,38839.0,OTHER,Folk&Accoustic,1SP2KiLZvq07zY1KUoZ3ey,5fhK35LQpXRXyRJoxpC1Kr,SOJDINM12A58A7D2A0,188667,small,train
36029,36029,Andarlamoosia,Seroxat,0.0,2004,,,,43KTdCSceSNuXUhm0wyD7T,3qFqMsqH5DK7TTTyNFp9Uu,SOJDINT12AB0184A98,427493,small,test
36031,36031,Sancocho De Perro,Peregoyo y su Combo Vacaná,1.0,2005,1087.0,Latin,OTHER,6BcXmFfLTf1UXyagjUF3qH,52eOiALNS6qOjFYMqnd3tD,SOJDIXZ12AB017F059,248013,small,train
36033,36033,"Saturday Night, Sunday Morning",So Many Dynamos,5.0,2006,,,,0aLg9VUnQAulb6n3l1L0Fe,2TBO1Dwogh1i0kgsbq5w16,SOJDJZO12AB017DF5D,107507,small,train
36038,36038,It Is Well With My Soul,The Innocence Mission,24.0,2004,18437.0,Pop,Pop,4VcTmgGKGuJn56Ac2zNhiH,4Q4WWEbTuNgJ5fNyh1mBh2,SOJDLLV12A6D4FA11B,78533,small,train
36039,36039,Sylvia,Ed Alleyne-Johnson,0.0,2006,4514.0,Pop,,2RSFj9rDuzDo1pFwDtENdJ,7clWP6RnXZtLRTymHevv7B,SOJDLMA12A8C135002,213053,small,test
36042,36042,Kylie from Connecticut,Ben Folds,9.0,2008,166078.0,Pop,Pop,55tif8708yyDQlSjh3Trdu,2fG8gGi6iI4WdVTCsbeNq0,SOJDLVA12A8C144644,283267,small,train
36045,36045,Bachelor Mother,The Turtles,2.0,1969,197905.0,Pop,Pop,2VIoWte1HPDbZ2WqHd2La7,0kcb49VdiGSb7Qii0v0jIc,SOJDMEF12A8C137EDE,161800,small,train
36051,36051,Murder Sound,Zeromancer,13.0,2010,16776.0,Punk,Electronic/Dance,0tQn2q1TIEenLgodtb8Nhx,2qqN9PVVOTUJF8sbslzBZJ,SOJDNGL12AB0184AF4,226320,small,train
36057,36057,Fine And Mellow,Deborah Coleman,9.0,1997,4250.0,Blues,Blues,7Dk3koHTPpEymzuWOWzzny,792Er6GHJwD09FutrNWeAC,SOJDOIA12A8C132BE0,290200,small,train
36061,36061,Fruto Del Amor,Parrita,15.0,2000,20696.0,Folk&Accoustic,Folk&Accoustic,64cr9UYTT8aMj85qRswiTt,0cFhVFaT7cog8X9wTkdM1c,SOJDORC12AB018857E,228240,small,train
36077,36077,Dandelion,Madcon,16.0,2007,268138.0,Pop,Hip-hop,6c4sUNBgdonFJz8Kx2VsGz,6c4eRgfN8nr9qN1IlXMckp,SOJDSED12A8C13EDD1,236667,small,train
36085,36085,The way,Painbastard,1.0,2006,3241.0,Electronic/Dance,Electronic/Dance,2OAcGkfv32uvvrLM2kxCAw,1jReH0kIFJZyGg24NIEzNO,SOJDUNA12A6D4FB2F2,298227,small,test
36087,36087,Male non farà,Ligabue,17.0,1994,472224.0,Pop,Pop,7H8ZC8uHJMPZGLMApRRNIz,39RmZYSop6UOfBaTpseRDf,SOJDVVA12A6D4F9704,310480,small,train
36088,36088,The Zone,Colony 5,10.0,2003,9658.0,Punk,Electronic/Dance,0XB14ZHrZsqaWDJeQGLMem,6B95Mb4i22UPdhvnjqzmzu,SOJDWHB12AC3DFA34A,290213,small,test
36090,36090,Svenska Tennis,Slagsmålsklubben,13.0,2010,23460.0,Electronic/Dance,,4TzSCfS4LS5SVChh2AB2wH,3zUb63cczBzNuA3dMHQLpe,SOJDXMG12AB01875C2,130600,small,train
36105,36105,Mr Bubbleman,Fun 'Da' Mental,0.0,1994,,,,5v48LkuBPQL61UYkUJ6Lub,3HfoVaR5DDyq3tTBzKaZTD,SOJEBNU12A8C1423A4,414907,small,test
36106,36106,M.I.E.R.D.A.,Lendakaris Muertos,15.0,2005,35618.0,Rock,Punk,6x6bFaWdzVQM6e7ke2ysMc,5GolPI4uvEBSCRikc78p2B,SOJECID12A8AE4804F,118387,small,train
36109,36109,In Paradise (Egadz Remix),Sole & The Skyrider Band,0.0,2009,316.0,Hip-hop,,4l1lJFrkPeLSHmr4YDLBi1,6OqKRqW3OtA5zurSOoycJR,SOJECRM12AB0184302,268760,small,train
36119,36119,Renee Is Crying,Luna,0.0,2002,,,,3H8PdzWWMnnyaiA45kHh9j,4FJEcx53wVi3qSFNoibNm0,SOJEEMD12A8C1348D2,193547,small,test
36121,36121,Sniper,D.L. Hughley,20.0,2005,11007.0,OTHER,,6bw2w1Dfi7Dzv5tX42PmDc,3Uom9kf1dn2zI2CsXwNaKz,SOJEEOW12A58A80257,112080,small,test
36128,36128,Jefe,Sinergia,0.0,2015,54348.0,OTHER,Folk&Accoustic,1OgaghfYd1qr8DFoNrfDNk,2ZJtMmQKJGx61CmB1t3Ks4,SOJEGAJ12AB0188AEC,181772,small,train
36132,36132,Sun,Liane Foly,3.0,1990,6658.0,Electronic/Dance,Pop,2gqgEHPalzWCOHfJ8pXpyo,7qdDKydkNfjSa5ohZt7HZl,SOJEHOH12A6D4F7CBA,231133,small,train
36133,36133,You Make Me Shake,The Moving Sidewalks,11.0,2003,2039.0,Rock,Rock,1mVnnp85GXJce62susfwac,3FZ3Hbn9rKDVn66EbpKypM,SOJEHTK12A8C13B7BB,181600,small,train
36134,36134,Generation Nintendo,Kyle Cease,10.0,2006,2991.0,OTHER,Electronic/Dance,7blRnkVmk2Av5QVl7cNVNm,4h1R4jHEHXV7mbZ2aNbI1A,SOJEIJM12A6D4F98C7,271200,small,train
36145,36145,Kill The 6,The Plastic Noise Experience,3.0,2006,1063.0,Electronic/Dance,Electronic/Dance,30DO4quiOW02lNQ8XGldRK,6eHA6FWOjqJFYcW76NOoZI,SOJELEW12AAFF44C8C,279573,small,train
36172,36172,Soukaripa,Pleymo,7.0,1999,10959.0,Rock,Metal,5prz4Rf3RVDOFpBWrtUfKC,1cVGUKrbDO9SB15XQa21oA,SOJERHI12A8C133DDD,280667,small,train
36177,36177,Plus le cœur à ça,Mademoiselle K.,18.0,2016,25552.0,Pop,Rock,5O2FUMAWxdTikjoCBAXrNI,2uI9jvUZPBUFXiDbpwF9F0,SOJESER12A6D4F82B4,258107,small,train
36183,36183,Right Field,Adam Sandler,20.0,1993,54675.0,OTHER,OTHER,2LB9H0px4qWbCHg9Axzhga,5zwOZ8OK9aJlaLhsNOpRl5,SOJETDY12A6701D4DA,192827,small,train
36186,36186,I Want It All Back,Coco Montoya,5.0,2010,20251.0,Blues,Rock,5nU57S2m2i7gWujCtGKmAb,7ibZOBz3iMoDkZ5LL7YrV5,SOJETSJ12AB0182FFA,276333,small,train
36198,36198,Resistance,Big Mountain,15.0,1995,,,,0Jeckitay8SbvKwqAzWuYH,510eLjR9ynGijGVQBIy4fm,SOJEWDF12AB0184D45,318133,small,train
36202,36202,She Says Electric,The Violet Burning,3.0,2001,2165.0,Punk,Rock,3hOydetQYGHP2Meyw90QHV,4Rq5FvXN6R9Y8iNUGo3bzm,SOJEXJO12AB018C98F,283960,small,train
36220,36220,Lost Interlude,Cool Calm Pete,11.0,2005,,,,6g9zudwUPL5IwY8sbEzN9C,0SVnQiFDcdqgQqtrZugu7R,SOJFBJP12A6D4FC17A,119200,small,train
36222,36222,Taking Your Seat,Valique,1.0,2008,795.0,Hip-hop,Soul,5IdyZix2HjYLOb1fvN7oaH,5zIUavdnprIejCFbwhUsua,SOJFDII12A8C1428B1,296573,small,train
